University Name ,State,CDS Year,TotalUndergraduateFTMen,TotalUndergradMenPT,TotalUndergradFTWomen,TotalUndergradPTWomen,TotalFTUndergradMenWomen,TotalUndergraduateMenEnrolled,PercentUndergradMenEnrolled,TotalUndergraduateWomenEnrolled,PercentUndergradWomenEnrolled,TotalUndergraduateOtherGenderEnrolled,PercentUndergradOtherGenderEnrolled,TotalUndergraduateEnrolled,TotalFTGraduateMen,TotalPTGraduateMen,TotalFTGraduateWomen,TotalPTGraduateWomen,TotalGraduateMenEnrolled,PercentGraduateMenEnrolled,TotalGraduateWomenEnrolled,PercentGraduateWomenEnrolled,TotalGraduateOtherGenderEnrolled,PercentGraduateOtherGenderEnrolled,TotalGraduateEnrolled,PercentMenEnrolled,PercentWomenEnrolled,TotalAllStudentsEnrolled,TotalNonResidentUndergrad,PercentNonResidentUndergrad,TotalHispanicUndergrad,PercentHispanicUndergrad,TotalBlackUndergrad,PercentBlackUndergrad,TotalWhiteUndergrad,PercentWhiteUndergrad,TotalNativeAmericanUndergrad,PercentNativeAmericanUndergrad,TotalAsianUndergrad,PercentAsianUndergrad,TotalPacificIslanderUndergrad,PercentPacificIslanderUndergrad,Total2+RacesUndergrad,Percent2+RacesUndergrad,TotalUnknownRaceUndergrad,PercentUnknownRaceUndergrad,PellGrantRecipients2016Cohort,Total2016Cohort,Percent2016CohortGotPellGrands,TotalSixYearGraduation Rate %2016Cohort,PellGrantRecipients2015Cohort,Total2015Cohort,Percent2015CohortGotPellGrants,TotalSixYearGraduation Rate %2015Cohort,RetentionRateUndergradFirstYear%,FTFYMenApplied,PercentFTFYMenApplied,FTFYWomenApplied,PercentFTFYWomenApplied,FTFYOtherGenderApplied,PercentFTFYOtherGenderApplied,FTFYTotalApplied,FTFYMenAdmitted,PercentFTFYMenAdmitted,FTFYWomenAdmitted,PercentFTFYWomenAdmitted,FTFYOtherGenderAdmitted,PercentOtherGenderAdmitted,FTFYTotalAdmitted,FTFYMenEnrolledFT,FTFYMenEnrolledPT,PercentFTFYMenEnrolled,FTFYWomenEnrolledFT,FTFYWomenEnrolledPT,PercentFTFYWomenEnrolled,FTFYOtherGenderEnrolledFT,FTFYOtherGenderEnrolledPT,PercentFTFYOtherGenderEnrolled,FTFYTotalEnrolled,HSCompletionRequirement,ACTUsedForAdmissionDecisions?,FTFYGPAAvg,ResidentApplicationFee(inDollars),ApplicationFeeCanBeWaived?,TotalTransferMenEnrolled,PercentTransferMenEnrolled,TotalTransferWomenEnrolled,PercentTransferWomenEnrolled,TotalAppliedTransfer,TotalAdmittedTransfer,TotalEnrolledTransfer,PercentEnrolledStudentsTransfer,PercentUndergradOutOfState,PercentUndergradOnCampus,PercentUndergradOffCampus,AverageUndergradStudentAge,InStateTuitionCost,OutStateTuitionCost,NonresidentTuitionCost,InStateCreditHourCost,OutStateCreditHourCost,NonresidentCrediHourCost,TotalNeedBasedScholarship,TotalNonNeedScholarship,FTUndergradApplyNeedBasedFinancialAid,PercentUndergradApplyForNeedBasedFinancialAid,FTUndergradAwardedFinancialAid,FTUndergradAwardedNeedBasedFinancialAid,PercentUndergradAppliedNeedBasedFinancialAidReceived,PercentUndergradGotNeedBasedFinancialAid,PercentOfNeed-BasedAidMetForStudents,AvgNeedBasedScholarshipAmount,NoFinancialNeedFTStudentsAwardedScholarship,AvgNoNeedScholarship,PercentFirstTimeStudentsBorrowedAnyLoanProgram,FirstTimeStudentsAvgBorrowedAnyLoanProgram,NonresidentStudentsAwardedAid,AvgAmountAwardedNonresidentStudents,Student/FacultyRatio,Current Minimum Wage,Preemption,NomPreemption,Hypertension,Cardiovascular Disease,Avoided Care Due To Cost,Drug Deaths (per 100.000),Suicide (per 100.000),High Cholesterol,Depression Women,Multiple Chronic Conditions,Income Inequality,Violent Crime Rate (per 100.000),Child Mortality,Infant Mortality (per 100.000),Percent Black,Percent White,Median Wage,Cost Of Living Index,Housing Insecurity,Food Insecurity
University of Florida,Florida,2022-2023,13307,1799,17710,1736,31017,15106,43.71961102,19446,56.28038898,0,0,34552,6024,2657,6928,5050,8681,42.02042693,11978,57.97957307,0,0,20659,43.08380576,56.91619424,55211,906,1.640977341,8293,15.0205575,1739,3.149734654,17487,31.67303617,22,0.039847132,3812,6.90442122,14,0.025357266,1655,2.99759106,624,1.13020956,1566,6740,23.23442136,90,1763,6775,26.02214022,90.81,97,28248,43.81368945,36225,56.18631055,0,0,64473,6358,42.23462203,8696,57.76537797,0,0,15054,2721,9,41.28856624,3873,9,58.71143376,0,0,0,6612,GEDorHSDiplomaAccepted,Yes,3.93,30,Yes,874,46.78800857,994,53.21199143,5326,2364,1868,5.406344061,10.06,22.37,77.63,20.5,4477,25694,25694,149.24,856.45,856.45,160509118,102788885,21089,67.99174646,16194,15395,73.00014225,49.63407164,98,10606,1760,3000,24.57,18991,0,0,16,10,1,Yes,0.33,0.09,0.09,34,13.9,0.35,0.21,0.1,4.7,384,26.4,6.1,0.16,0.72,55980,102.3,0.19,0.1
University of South Florida,Florida,2022-2023,12878,3600,17220,4348,30098,16478,43.31072912,21568,56.68927088,0,0,38046,2931,1592,3898,3126,4523,39.17034728,7024,60.82965272,0,0,11547,42.34670216,57.65329784,49593,3315,6.684411106,8406,16.94997278,3040,6.129897365,17268,34.81943016,56,0.112919162,3137,6.325489484,39,0.078640131,1603,3.232311012,1182,2.383400883,1661,4737,35.06438674,74,1065,4109,25.91871502,74,90,26545,40.48530511,39022,59.51469489,0,0,65567,11667,40.49494985,17144,59.50505015,0,0,28811,2750,86,41.87213938,3877,60,58.12786062,0,0,0,6773,GEDorHSDiplomaAccepted,Yes,4.06,30,Yes,1279,41.32471729,1816,58.67528271,10326,6040,3095,8.134889344,20,16,84,21,4559,15473,15473,151.95,347.91,347.91,147367416,52202660,20878,69.36673533,14829,13696,65.60015327,45.5046847,64,10309,3874,3277,37.3,19949,888,8210,22,10,1,Yes,0.33,0.09,0.09,34,13.9,0.35,0.21,0.1,4.7,384,26.4,6.1,0.16,0.72,55980,102.3,0.19,0.1
Georgia Institute of Technology,Georgia,2022-2023,9757,1421,6451,787,16208,11178,60.69721981,7238,39.30278019,0,0,18416,5167,14359,2538,4817,19526,72.63866672,7355,27.36133328,0,0,26881,67.78373844,32.21626156,45297,1867,4.121685763,1456,3.214340906,1405,3.101750668,6876,15.17981323,0,0,5764,12.72490452,5,0.011038259,814,1.797028501,228,0.503344592,315,2871,10.97178683,92.6,351,3087,11.37026239,91.93,97.9,33820,66.82473819,16790,33.17526181,0,0,50610,4847,55.89252768,3825,44.10747232,0,0,8672,2099,11,57.85577187,1531,6,42.14422813,0,0,0,3647,HSDNoGED,Yes,3.715,75,Yes,482,67.13091922,236,32.86908078,2525,913,718,3.898783666,34,44,56,20,10258,31370,31370,427,1307,1307,72080524,55573651,9742,60.10612043,5378,5098,52.33011702,31.45360316,50,13687,1092,5903,32,27451,0,0,22,7.25,1,Yes,0.37,0.09,0.16,17.8,14.1,0.37,0.18,0.1,4.89,400,29.7,7,0.32,0.58,58000,91,0.16,0.1
Georgia State University,Georgia,2022-2023,8707,2968,12885,4367,21592,11675,40.3602171,17252,59.6397829,0,0,28927,1950,746,3309,1591,2696,35.4923644,4900,64.5076356,0,0,7596,39.34780823,60.65219177,36523,1177,3.222626838,4845,13.26561345,14230,38.96175013,5978,16.36776826,24,0.065712017,5667,15.51625003,16,0.043808011,1779,4.870903266,188,0.514744134,2436,3975,61.28301887,54.36,2336,2944,79.34782609,56.89,75.49,10136,36.03654851,17991,63.96345149,0,0,28127,6340,37.20438941,10701,62.79561059,0,0,17041,2326,106,43.3588875,3046,131,56.6411125,0,0,0,5609,HSDNoGED,Yes,3.58,60,Yes,490,37.92569659,802,62.07430341,4408,2613,1292,4.46641546,6,18,82,23,8948,27986,27986,298.27,932.87,932.87,109563430,182696895,24434,113.1622823,20215,14942,61.15249243,69.20155613,43.6,5663,2762.5,6409,59.74,27968,261,2905,26,7.25,1,Yes,0.37,0.09,0.16,17.8,14.1,0.37,0.18,0.1,4.89,400,29.7,7,0.32,0.58,58000,91,0.16,0.1
University of Georgia,Georgia,2022-2023,11967,916,16856,975,28823,12883,41.94504135,17831,58.05495865,0,0,30714,2969,789,4538,1597,3758,37.98645507,6135,62.01354493,0,0,9893,40.98061911,59.01938089,40607,367,0.903785062,2244,5.526140813,1910,4.703622528,20793,51.20545719,19,0.046789962,3711,9.13881843,17,0.041864703,1286,3.16694166,367,0.903785062,1098,5401,20.3295686,88.11,1007,5248,19.1882622,87.84,94.3,16242,41.2715353,23112,58.7284647,0,0,39354,6149,36.75433353,10581,63.24566647,0,0,16730,2355,7,60.39376119,3895,16,100,0,0,0,3911,GEDorHSDiplomaAccepted,Yes,4.12,70,Yes,853,52.81733746,761,47.12074303,3003,2248,1615,5.258188448,15,35,65,20,9790,28830,28830,385,1137,1137,104029787,142370248,20156,69.93026403,9673,9158,45.4356023,31.77323665,75.7,10659,1283,3024,36,22532,0,0,17,7.25,1,Yes,0.37,0.09,0.16,17.8,14.1,0.37,0.18,0.1,4.89,400,29.7,7,0.32,0.58,58000,91,0.16,0.1
University of Hawaii at Manoa,Hawaii,2022-2023,4468,1148,7068,1514,11536,5616,39.55486688,8582,60.44513312,0,0,14198,976,862,1624,1414,1838,37.69483183,3038,62.30516817,0,0,4876,39.07937507,60.92062493,19074,557,2.920205515,334,1.751074761,255,1.336898396,3444,18.05599245,76,0.398448149,4854,25.44825417,2313,12.12645486,2277,11.93771626,88,0.461361015,1099,1922,57.18002081,62.3,1065,4109,25.91871502,74,78.8,5777,30.44692737,13197,69.55307263,0,0,18974,4283,31.02049685,9524,68.97950315,0,0,13807,1114,86,38.585209,1798,112,61.414791,0,0,0,3110,GEDorHSDiplomaAccepted,Yes,3.69,70,Yes,542,37.25085911,913,62.74914089,5184,3657,1455,10.24792224,37,20,80,21,11304,33336,33336,471,1389,1389,47266970,19007787,11095,96.17718447,5898,5812,52.38395674,50.3814147,71.7,11118,3693,12778,42,23479,357,20516,13.5,10.1,0,No,0.3,0.07,0.05,19.6,13,0.35,0.11,0.06,4.49,254,19.6,6,0.04,0.42,61420,179,0.18,0.09
University of Illinois Chicago,Illinois,2022-2023,9222,1004,10506,1075,19728,10226,46.89319943,11581,53.10680057,0,0,21807,3430,1313,4902,2295,4743,39.72361809,7197,60.27638191,0,0,11940,44.3565354,55.6434646,33747,1642,4.865617685,7853,23.27021661,1643,4.868580911,5047,14.95540344,9,0.026669037,4545,13.46786381,5,0.014816132,639,1.893501645,424,1.256407977,1907,3271,58.300214,62,2000,3462,57.7700751,62,78.3,10021,42.53034547,13541,57.46965453,0,0,23562,7448,40.17043309,11093,59.82956691,0,0,18541,1887,37,45.33459001,2292,28,54.66540999,0,0,0,4244,GEDorHSDiplomaAccepted,Yes,3.47,60,Yes,964,45.68720379,1146,54.31279621,5368,3333,2110,9.675792177,4,13,87,21,11178,26200,26200,414,853,910,160982152,3680808,16136,81.79237632,14221,13096,81.16013882,66.38280616,54,13069,1111,6899,58,28208,134,4094,18,12,0,No,0.3,0.08,0.1,28,10.8,0.32,0.17,0.09,4.97,426,25.1,6.1,0.16,0.75,63930,90.8,0.16,0.09
University of Illinois Urbana-Champaign,Illinois,2022-2023,17963,845,15518,453,33481,18808,54.07861066,15971,45.92138934,0,0,34779,7257,4913,5862,3796,12170,55.75407733,9658,44.24592267,0,0,21828,54.72468069,45.27531931,56607,4739,8.371756143,4794,8.468917272,2090,3.692122882,13916,24.58353207,13,0.022965358,7406,13.08318759,13,0.022965358,1281,2.262971011,527,0.930980267,1655,7556,21.90312335,84.88,1476,6926,21.31100202,86.2,93.5,26889,56.4978043,20638,43.36351985,0,0,47593,14566,51.29776369,13786,48.5508012,0,0,28395,4455,0,53.65530531,3838,0,46.22425629,0,0,0,8303,GEDorHSDiplomaAccepted,Yes,3.715,50,Yes,666,52.60663507,595,46.99842022,4245,2001,1266,3.640127663,16,50,50,21,12254,29704,30594,385,1137,1137,219735132,22369877,20707,61.84701771,14643,13701,66.16603081,40.92171679,71,17443,3749,5997,44,23662,92,6749,21,12,0,No,0.3,0.08,0.1,28,10.8,0.32,0.17,0.09,4.97,426,25.1,6.1,0.16,0.75,63930,90.8,0.16,0.09
Indiana University Bloomington,Indiana,2022-2023,17393,560,17201,367,34594,17953,50.34492428,17707,49.65507572,0,0,35660,3877,2178,3381,1909,6055,53.37152931,5290,46.62847069,0,0,11345,51.07541751,48.92458249,47005,1899,4.039995745,2916,6.203595362,1492,3.174130412,24069,51.20519094,14,0.029784066,3248,6.909903202,7,0.014892033,1833,3.899585151,182,0.387192852,1434,7654,18.7353018,81.12,1473,7843,18.78107867,80.85,89.86,23646,47.21645367,26434,52.78354633,0,0,50080,19322,46.81624346,21950,53.18375654,0,0,41272,4875,12,50.19515201,4834,15,49.80484799,0,0,0,9736,GEDorHSDiplomaAccepted,Yes,3.76,65,Yes,345,52.8330781,308,47.1669219,1991,1347,653,1.831183399,40.29,34.45,65.55,20,10012.1,37685.04,37685.04,312.84,1177.66,1177.66,136254082,100624104,20873,60.33705267,12220,10305,49.36999952,29.78840261,66.5,13406,9920,7717,39.9,28449,579,11675,17,7.25,1,Yes,0.35,0.09,0.09,35.2,15.4,0.36,0.24,0.12,4.23,358,31.3,6.6,0.11,0.83,53500,91.5,0.13,0.1
Purdue University,Indiana,2022-2023,20766,904,15376,903,36142,21670,57.10295396,16279,42.89704604,0,0,37949,3909,3671,2960,2395,7580,58.60069579,5355,41.39930421,0,0,12935,57.48368839,42.51631161,50884,4248,8.348400283,2505,4.922962031,946,1.859130571,23047,45.29321594,28,0.055027121,4855,9.541309645,20,0.039305086,1754,3.447056049,546,1.07302885,1193,7228,16.50525733,84,1172,6853,17.10199912,83,91,41841,61.25254359,26468,38.74745641,0,0,68309,19010,52.81289068,16985,47.18710932,0,0,35995,5128,15,54.98182596,4148,63,45.01817404,0,0,0,9354,GEDorHSDiplomaAccepted,Yes,3.74,60,Yes,403,51.07731305,386,48.92268695,2937,1422,789,2.079106169,46.9,42,58,20,9208,28010,30010,348,948,1018,117618172,42103697,18412,50.94350064,11507,9435,51.24375407,26.10536218,65,12378,2950,5631,39,30861,0,0,14,7.25,1,Yes,0.35,0.09,0.09,35.2,15.4,0.36,0.24,0.12,4.23,358,31.3,6.6,0.11,0.83,53500,91.5,0.13,0.1
Iowa State University,Iowa,2022-2023,13297,775,10695,474,23992,14072,55.75056456,11169,44.24943544,0,0,25241,1447,898,1582,801,2345,49.59813875,2383,50.40186125,0,0,4728,54.77993927,45.22006073,29969,832,2.776202075,1791,5.976175381,665,2.218959592,19393,64.71020054,42,0.140144816,1103,3.680469819,17,0.056725283,740,2.469218192,658,2.195602122,1224,6142,19.9283621,74,1223,6210,19.69404187,76,85.76,11596,52.90387335,10323,47.09612665,0,0,21919,10388,52.52831715,9388,47.47168285,0,0,19776,3178,5,55.56913408,2535,10,44.43086592,0,0,0,5728,GEDorHSDiplomaAccepted,Yes,3.7,40,Yes,752,54.37454808,631,45.62545192,2767,2235,1383,5.479180698,38,31,69,20,8678,25162,26930,363,1049,1123,136405369,63567133,19065,79.463988,11504,11416,59.87936008,47.58252751,77,9862,9904,4648,57,29454,348,11572,18,7.25,1,Yes,0.31,0.08,0.06,14.2,17.8,0.35,0.18,0.09,4.16,304,26,5,0.05,0.9,53520,89.7,0.11,0.07
University of Iowa,Iowa,2022-2023,8778,781,11289,924,20067,9559,43.50339052,12213,55.58185045,201,0.914759022,21973,2179,1438,2788,1528,3617,44.97637404,4316,53.66824173,109,1.355384233,8042,43.89805097,55.0691321,30015,415,1.382642012,1947,6.486756622,663,2.208895552,16346,54.45943695,31,0.103281692,1063,3.541562552,15,0.049975012,822,2.738630685,671,2.235548892,1039,5222,19.89659134,73.68,955,1731,55.17042172,73.72,88.6,11278,43.83380621,14388,55.9213339,63,0.244859886,25729,9789,44.23806941,12281,55.49981923,58,0.262111352,22128,2140,12,41.56044805,2977,9,57.66705292,40,0,0.772499034,5178,GEDorHSDiplomaAccepted,Yes,3.82,55,Yes,535,51.49181906,495,47.64196343,2749,2000,1039,4.728530469,38,28,72,21,10964,32927,32927,363.96,1278.08,1278.08,78471689,42914548,14222,70.87257687,9012,7411,52.10940796,36.93128021,73,10379,5277,6363,50,28993,231,13196,15,7.25,1,Yes,0.31,0.08,0.06,14.2,17.8,0.35,0.18,0.09,4.16,304,26,5,0.05,0.9,53520,89.7,0.11,0.07
Kansas State University,Kansas,2022-2023,6820,667,6642,917,13462,7487,49.76073375,7559,50.23926625,0,0,15046,1022,778,1508,1368,1800,38.49443969,2876,61.50556031,0,0,4676,47.08954467,52.91045533,19722,332,1.68339925,1283,6.505425413,411,2.083967143,11951,60.5973025,60,0.30422878,280,1.419734307,14,0.070986715,576,2.920596288,139,0.704796674,740,3527,20.98100369,68.5,750,3556,21.09111361,68.34,86,4487,46.24342987,5216,53.75657013,0,0,9703,4242,45.95385115,4989,54.04614885,0,0,9231,1416,28,49.65612105,1423,41,50.34387895,0,0,0,2908,GEDorHSDiplomaAccepted,Yes,3.79,40,Yes,560,44.69273743,693,55.30726257,2401,2056,1253,8.327794763,23,24,76,21,9489,25560,25560,316,852,852,41629033,25660208,9173,68.13994949,6322,3091,33.69671863,22.96092705,75,5554,4531,4470,51,25521,0,0,18,7.25,1,Yes,0.34,0.09,0.1,17.4,18.6,0.39,0.21,0.1,4.42,425,29.5,5.9,0.07,0.87,52850,87.7,0.11,0.1
Kansas University,Kansas,2022-2023,7829,813,8933,1326,16762,8642,44.91450548,10259,53.31843459,0,0,19241,2396,759,3109,1203,3155,42.25257801,4312,57.74742199,,0,7467,44.17028606,54.55668713,26708,791,2.961659428,1882,7.046577804,811,3.036543358,13278,49.71544107,97,0.36318706,1157,4.332035345,16,0.059907144,1085,4.062453198,124,0.464280365,968,4130,23.43825666,67,1065,4109,25.91871502,74,85,7271,44.87163663,8933,55.12836337,0,0,16204,6102,42.86918645,8132,57.13081355,0,0,14234,1943,39,44.46937402,2428,47,55.53062598,0,0,0,4457,GEDorHSDiplomaAccepted,Yes,3.66,40,Yes,512,49.18347743,529,50.81652257,1899,1639,1041,5.410321709,32,25,75,21,10092,26960,26960,421.5,983.75,983.75,60831886,49055584,11240,67.05643718,7072,6119,54.43950178,36.50519031,75.8,9455,5022,7966,49.6,28493,313,11276,17,7.25,1,Yes,0.34,0.09,0.1,17.4,18.6,0.39,0.21,0.1,4.42,425,29.5,5.9,0.07,0.87,52850,87.7,0.11,0.1
University of Kentucky,Kentucky,2022-2023,8747,836,12043,1109,20790,9583,42.1508687,13152,57.8491313,0,0,22735,2568,572,4262,1410,3140,35.63322742,5672,64.36677258,0,0,8812,40.33030082,59.66969918,31547,385,1.220401306,1404,4.450502425,1529,4.846736615,17250,54.68031826,42,0.133134688,814,2.580277047,17,0.05388785,939,2.976511237,355,1.1253051,1215,5010,24.25149701,68.51,1218,5118,23.79835873,67.85,84.5,8810,39.84802569,13113,59.31068796,0,0,22109,8211,39.13913914,12599,60.05529339,0,0,20979,2323,39,38.97046692,3636,48,60.78204917,0,0,0,6061,GEDorHSDiplomaAccepted,Yes,3.61,50,Yes,420,45.40540541,500,54.05405405,2028,1634,925,4.06861667,31.1,32.9,67.1,20.7,11849,32043,32043,494.5,1335.5,1335.5,200045252,32866551,13521,65.03607504,9594,4422,32.70468161,21.26984127,56.5,7084,6259,9338,49.4,33788,280,17936,17,7.25,1,Yes,0.4,0.12,0.09,47.3,18,0.38,0.27,0.16,5.04,259,31.4,5.5,0.09,0.88,51490,93.8,0.13,0.12
University of Louisville,Kentucky,2022-2023,5009,1898,6327,2687,11336,6907,43.38295333,9014,56.61704667,0,0,15921,1853,903,2311,1029,2756,45.20997375,3340,54.79002625,0,0,6096,43.88881319,56.11118681,22017,215,0.976518145,1163,5.282281873,2438,11.07326157,10182,46.24608257,23,0.104464732,900,4.087750375,8,0.036335559,946,4.296679838,46,0.208929464,824,2744,30.02915452,62.2,1065,4109,25.91871502,74,78.3,6618,41.83576712,9201,58.16423288,0,0,15819,5348,42.14009928,7343,57.85990072,0,0,12691,1191,109,44.35346298,1515,116,55.64653702,0,0,0,2931,GEDorHSDiplomaAccepted,Yes,3.64,50,Yes,377,39.27083333,583,60.72916667,2800,1874,960,6.029771999,21.9,34.6,65.4,22.1,10970,31415,31520,385,1137,1137,80559585,38742144,8242,72.70642202,6623,6312,76.58335355,55.68101623,61,12692,2051,9584,50,26252,0,0,12.7,7.25,1,Yes,0.4,0.12,0.09,47.3,18,0.38,0.27,0.16,5.04,259,31.4,5.5,0.09,0.88,51490,93.8,0.13,0.12
Louisiana State University,Louisiana,2022-2023,11924,1972,14592,2464,26516,13896,44.89532179,17056,55.10467821,0,0,30952,1763,736,2793,1106,2499,39.05908096,3899,60.94091904,0,0,6398,43.89558233,56.10441767,37350,506,1.354752343,2768,7.410977242,5399,14.45515395,19404,51.95180723,166,0.444444444,1508,4.037483266,26,0.06961178,894,2.393574297,281,0.752342704,1265,5470,23.1261426,69.8,1316,5619,23.42053746,69,83.5,15321,39.4332484,23532,60.5667516,0,0,38853,11170,37.96865971,18249,62.03134029,0,0,29419,3067,16,41.6565329,4300,18,58.3434671,0,0,0,7401,GEDorHSDiplomaAccepted,Yes,3.77,50,Yes,489,48.99799599,509,51.00200401,3915,2532,998,3.224347377,28,30,70,21,8038,24715,24715,385,1137,1137,173237554,96271469,19218,72.47699502,13654,12750,66.34405245,48.08417559,55.3,13577,5317,6567,42,24784,82,13249,20,7.25,1,Yes,0.4,0.1,0.12,41.2,14,0.38,0.25,0.13,5.76,639,38.1,7.8,0.34,0.65,50940,92,0.15,0.15
University of Louisiana at Layfayette,Louisiana,2022-2023,4499,965,6099,1387,10598,5464,42.19305019,7486,57.80694981,0,0,12950,518,487,575,689,1005,44.29263993,1264,55.70736007,0,0,2269,42.50607793,57.49392207,15219,100,0.657073395,699,4.592943032,3097,20.34956305,7811,51.32400289,49,0.321965964,323,2.122347066,13,0.085419541,506,3.324791379,352,2.312898351,1113,3015,36.91542289,51.1,1167,3151,37.03586163,50.1,70,4316,36.72566372,7436,63.27433628,0,0,11752,3151,35.96210911,5611,64.03789089,0,0,8762,1188,12,41.59445407,1672,13,58.40554593,0,0,0,2885,GEDorHSDiplomaAccepted,Yes,3.41,25,Yes,218,35.33225284,399,64.66774716,2271,1094,617,4.764478764,5,27,73,21,5407,19135,19135,433,1005,1005,63454789.23,25301655.65,9147,86.3087375,6886,6395,69.91363289,60.34157388,57,9487,1604,4373,48.3,26509.93,94,22909,18,7.25,1,Yes,0.4,0.1,0.12,41.2,14,0.38,0.25,0.13,5.76,639,38.1,7.8,0.34,0.65,50940,92,0.15,0.15
University of Maine,Maine,2022-2023,3808,905,3557,844,7365,4713,51.7116524,4401,48.2883476,0,0,9114,295,629,450,1083,924,37.60683761,1533,62.39316239,0,0,2457,48.71661913,51.28338087,11571,208,1.797597442,440,3.802609973,153,1.322271195,7521,64.99870366,62,0.535822314,155,1.339555786,3,0.025926886,328,2.834672889,244,2.108720076,626,2192,28.55839416,56.6,725,2012,36.03379722,58.5,75.2,6435,44.54211947,8012,55.45788053,0,0,14447,6015,44.21493678,7589,55.78506322,0,0,13604,980,36,54.1001065,845,17,45.8998935,0,0,0,1878,GEDorHSDiplomaAccepted,Yes,3.42,0,Yes,237,56.29453682,184,43.70546318,1238,1059,421,4.619267062,38,38,62,21,11640,33240,33240,388,1108,1108,44162244,29963894,5739,77.92260692,4089,3928,68.44397979,53.33333333,73.5,10768,2763,8262,69,36656,155,24056,15,12.75,0,No,0.34,0.1,0.08,37.6,16.8,0.35,0.24,0.13,4.62,109,23.1,5.5,0.02,0.93,55960,111.5,0.14,0.1
"University of Maryland, Baltimore County",Maryland,2022-2023,4863,821,4206,735,9069,5684,53.49647059,4941,46.50352941,0,0,10625,1216,554,999,597,1770,52.58467023,1596,47.41532977,0,0,3366,53.27710671,46.72289329,13991,493,3.523693803,898,6.418411836,2427,17.34686584,3447,24.63726681,10,0.071474519,2474,17.68279608,6,0.042884712,622,4.445715103,157,1.122149954,335,1518,22.0685112,70,358,1543,23.20155541,71,86,5451,47.26027397,6083,52.73972603,0,0,11534,4352,46.54047695,4939,52.81788044,0,0,9351,1131,6,53.03171642,999,8,46.96828358,0,0,0,2144,GEDorHSDiplomaAccepted,No,3.96,75,Yes,365,44.18886199,461,55.81113801,1771,1502,826,7.774117647,5,36,64,21,9238,26594,26594,382,1102,1102,45690768,15746416,6430,70.9008711,4580,3930,61.11975117,43.33443599,60,10972,1903,7013,41,23350,203,12467,18,12.5,0,No,0.35,0.07,0.09,45,9.7,0.38,0.17,0.08,4.7,400,23.6,5.9,0.31,0.57,69750,119.5,0.15,0.09
"University of Maryland, College Park",Maryland,2022-2023,14110,1303,13960,980,28070,15413,50.77916516,14940,49.22083484,0,0,30353,4219,1130,3877,1213,5349,51.24054028,5090,48.75945972,0,0,10439,50.89723475,49.10276525,40792,1117,2.738282016,3131,7.675524613,3833,9.396450284,12628,30.9570504,33,0.080898215,6772,16.60129437,16,0.039223377,1456,3.569327319,1367,3.351147284,606,4538,13.3539004,89.08,554,3930,14.09669211,88.35,94.8,27719,48.94150467,28918,51.05849533,0,0,56637,11273,44.73235189,13928,55.26764811,0,0,25201,2841,20,49.14963065,2942,18,50.85036935,0,0,0,5821,GEDorHSDiplomaAccepted,Yes,4.43,75,Yes,1178,52.92003594,1048,47.07996406,6016,3540,2226,7.333706718,22,38,62,19,9695,37931,37931,404,1581,1581,102628181,40357443,17117,60.97969362,10926,8439,49.30186364,30.0641254,64.5,12559,4202,7214,36.21,30420,0,0,18,12.5,0,No,0.35,0.07,0.09,45,9.7,0.38,0.17,0.08,4.7,400,23.6,5.9,0.31,0.57,69750,119.5,0.15,0.09
University of Massachusetts Amherst,Massachusets,2022-2023,11189,654,11731,817,22920,11843,48.5547948,12548,51.4452052,0,0,24391,1377,2469,1471,2521,3846,49.06863996,3992,50.93136004,0,0,7838,48.67976046,51.32023954,32229,1813,5.625368457,2053,6.370039406,1123,3.48443948,14400,44.68025691,17,0.052747526,3097,9.609358032,15,0.046541934,990,3.071767663,883,2.739768531,974,4636,21.00949094,83.11,835,4651,17.95312836,83.86,90.38,21896,48.17495765,23555,51.82504235,0,0,45451,11819,40.9372727,17052,59.0627273,0,0,28871,2574,3,46.10842727,3006,6,53.89157273,0,0,0,5589,GEDorHSDiplomaAccepted,Yes,4.02,85,Yes,650,53.10457516,574,46.89542484,3288,2317,1224,5.018244434,19.83,58,42,20.52,16591,38527,38527,691.25,1605.25,1605.25,127860594,51722543,16829,73.42495637,10914,9903,58.84485115,43.20680628,84.2,13269,6360,6830,60.2,31480,1338,12076,18,14.25,0,No,0.3,0.07,0.07,32.8,8.7,0.36,0.19,0.09,5.68,309,14.3,4,0.1,0.8,76600,148.4,0.16,0.08
