University Name ,State,PercentUndergradMenEnrolled,NPercentUndergradMenEnrolled,PercentUndergradWomenEnrolled,NPercentUndergradWomenEnrolled,PercentUndergradOtherGenderEnrolled,NPercentUndergradOtherGenderEnrolled,TotalUndergraduateEnrolled,NTotalUndergraduateEnrolled,PercentGraduateMenEnrolled,NPercentGraduateMenEnrolled,PercentGraduateWomenEnrolled,NPercentGraduateWomenEnrolled,PercentGraduateOtherGenderEnrolled,NPercentGraduateOtherGenderEnrolled,TotalGraduateEnrolled,NTotalGraduateEnrolled,PercentMenEnrolled,NPercentMenEnrolled,PercentWomenEnrolled,NPercentWomenEnrolled,TotalAllStudentsEnrolled,NTotalAllStudentsEnrolled,PercentNonResidentUndergrad,NPercentNonResidentUndergrad,PercentHispanicUndergrad,NPercentHispanicUndergrad,PercentBlackUndergrad,NPercentBlackUndergrad,PercentWhiteUndergrad,NPercentWhiteUndergrad,PercentNativeAmericanUndergrad,NPercentNativeAmericanUndergrad,PercentAsianUndergrad,NPercentAsianUndergrad,PercentPacificIslanderUndergrad,NPercentPacificIslanderUndergrad,Percent2016CohortGotPellGrants,NPercent2016CohortGotPellGrants,TotalSixYearGraduation Rate %2016Cohort,NTotalSixYearGraduation Rate %2016Cohort,RetentionRateUndergradFirstYear%,NRetentionRateUndergradFirstYear%,PercentFTFYMenApplied,NPercentFTFYMenApplied,PercentFTFYWomenApplied,NPercentFTFYWomenApplied,PercentFTFYOtherGenderApplied,NPercentFTFYOtherGenderApplied,FTFYTotalApplied,NFTFYTotalApplied,PercentFTFYMenAdmitted,NPercentFTFYMenAdmitted,PercentFTFYWomenAdmitted,NPercentFTFYWomenAdmitted,PercentOtherGenderAdmitted,NPercentOtherGenderAdmitted,FTFYTotalAdmitted,NFTFYTotalAdmitted,PercentFTFYMenEnrolled,NPercentFTFYMenEnrolled,PercentFTFYWomenEnrolled,NPercentFTFYWomenEnrolled,PercentFTFYOtherGenderEnrolled,NPercentFTFYOtherGenderEnrolled,FTFYTotalEnrolled,NFTFYTotalEnrolled,HSCompletionRequirement,ACTUsedForAdmissionDecisions?,FTFYGPAAvg,NFTFYGPAAvg,ResidentApplicationFee(inDollars),NResidentApplicationFee(inDollars),ApplicationFeeCanBeWaived?,PercentTransferMenEnrolled,NPercentTransferMenEnrolled,PercentTransferWomenEnrolled,NPercentTransferWomenEnrolled,PercentEnrolledStudentsTransfer,NPercentEnrolledStudentsTransfer,PercentUndergradOutOfState,NPercentUndergradOutOfState,PercentUndergradOnCampus,NPercentUndergradOnCampus,PercentUndergradOffCampus,NPercentUndergradOffCampus,AverageUndergradStudentAge,NAverageUndergradStudentAge,InStateTuitionCost,NInStateTuitionCost,OutStateTuitionCost,NOutStateTuitionCost,NonresidentTuitionCost,NNonresidentTuitionCost,TotalNeedBasedScholarship,NTotalNeedBasedScholarship,TotalNonNeedScholarship,NTotalNonNeedScholarship,PercentUndergradApplyForNeedBasedFinancialAid,NPercentUndergradApplyForNeedBasedFinancialAid,PercentUndergradAppliedNeedBasedFinancialAidReceived,NPercentUndergradAppliedNeedBasedFinancialAidReceived,PercentUndergradGotNeedBasedFinancialAid,NPercentUndergradGotNeedBasedFinancialAid,PercentOfNeed-BasedAidMetForStudents,NPercentOfNeed-BasedAidMetForStudents,AvgNeedBasedScholarshipAmount,NAvgNeedBasedScholarshipAmount,NoFinancialNeedFTStudentsAwardedScholarship,NNoFinancialNeedFTStudentsAwardedScholarship,AvgNoNeedScholarship,NAvgNoNeedScholarship,PercentFirstTimeStudentsBorrowedAnyLoanProgram,NPercentFirstTimeStudentsBorrowedAnyLoanProgram,FirstTimeStudentsAvgBorrowedAnyLoanProgram,NFirstTimeStudentsAvgBorrowedAnyLoanProgram,NonresidentStudentsAwardedAid,NNonresidentStudentsAwardedAid,AvgAmountAwardedNonresidentStudents,NAvgAmountAwardedNonresidentStudents,Student/FacultyRatio,NStudent/FacultyRatio,Current Minimum Wage,NCurrent Minimum Wage,Preemption,PreemptionCat,NPreemption,Hypertension,NHypertension,Cardiovascular Disease,NCardiovascular Disease,Avoided Care Due To Cost,NAvoided Care Due To Cost,Drug Deaths (per 100.000),NDrug Deaths (per 100.000),Suicide (per 100.000),NSuicide (per 100.000),High Cholesterol,NHigh Cholesterol,Depression Women,NDepression Women,Multiple Chronic Conditions,NMultiple Chronic Conditions,Income Inequality,NIncome Inequality,Violent Crime Rate (per 100.000),NViolent Crime Rate (per 100.000),Child Mortality,NChild Mortality,Infant Mortality (per 100.000),NInfant Mortality (per 100.000),Percent Black,NPercent Black,Percent White,NPercent White,Median Wage,NMedian Wage,Cost Of Living Index,NCost Of Living Index,Housing Insecurity,NHousing Insecurity,Food Insecurity,NFoodInsecurity
University of Texas at Austin,Texas,42.62993537,-0.759579766,57.37006463,0.762153702,0,-0.256262197,41309,1.418397637,49.51693002,0.572692832,50.48306998,-0.424957756,0,-0.248704113,11075,0.50082581,44.08598045,-0.422003923,55.91401955,0.431537702,52384,1.294769399,3.655696396,0.14652818,22.02580941,0.926951316,3.552611484,-0.403813527,26.21411118,-0.872844562,0.082086133,-0.364237485,19.16424863,1.440398666,0.041997557,-0.127390265,22.82380397,-0.373627401,87.8,1.182823143,95.3,1.268273433,47.69688959,0.517190617,52.30311041,-0.417198861,0,-0.24365733,59767,0.797753043,40.47948855,-0.402720708,59.52051145,0.455342064,0,-0.246166294,18770,-0.23421821,39.75189373,-0.767144208,60.24810627,0.438921545,0,-0.241001764,9109,1.591750018,GEDorHSDiplomaAccepted,Yes,3.715,-0.100649227,75,1.106569504,Yes,45.19838988,-0.528834804,54.80161012,0.557167417,4.209736377,-0.750552431,5,-1.115732654,17.6,-1.086781018,82.4,1.037737591,20,-0.952089623,11698,0.286987558,41070,1.206696471,41070,1.181213461,225308443,1.295658586,24807954,-0.452390547,63.02764893,-0.712698888,66.75163426,0.560647226,42.0719857,-0.047906077,77.2,0.890485615,13616,0.42732571,1964,-0.568563548,4152,-0.747253875,41,-0.656878479,21809,-0.921708999,125,-0.335755169,8092,-0.202993698,18,0.067338314,7.25,-0.965252481,1,Yes,0.785275994,0.32,-0.394112787,0.07,-0.891829638,0.16,2.173978567,14.3,-1.320070107,13.7,-0.32853555,0.36,0.036614049,0.19,-0.423969938,0.09,-0.571548283,4.88,0.105310768,447,0.486063384,26.9,-0.080844211,5.5,-0.276202121,0.13,-0.153287629,0.71,-0.329264233,57300,-0.28972327,93,-0.582975876,0.14,-0.398409657,0.13,1.164546686
University of Texas at Dallas,Texas,56.41855947,1.527066565,43.58144053,-1.510373892,0,-0.256262197,21617,-0.331922996,56.71656787,1.420009014,43.28343213,-1.222464543,0,-0.248704113,9953,0.282327629,56.51251188,1.564197096,43.48748812,-1.542729194,31570,-0.139474676,2.834969908,-0.196601694,12.19195439,0.061115509,3.75356351,-0.371598163,16.60120367,-1.443180651,0.066518847,-0.387179225,28.29585049,2.661472818,0.03801077,-0.130676062,29.07236213,0.151371911,73.92,0.122521991,87.27,0.143106784,50.31627907,0.937616126,49.68372093,-0.802105207,0,-0.24365733,21500,-0.616811422,49.19319429,1.129854401,50.80680571,-1.105955728,0,-0.246166294,18220,-0.287644971,54.33854908,0.93460108,45.66145092,-0.885302536,0,-0.241001764,4218,-0.414052599,GEDorHSDiplomaAccepted,Yes,3.715,-0.100649227,50,-0.202588968,Yes,55.54216867,1.046750807,44.45783133,-1.002065497,7.679141416,0.579276897,6,-1.053716185,23,-0.645632094,77,0.630414158,21,-0.004879567,16412,1.738075286,44812,1.686112867,44812,1.659862968,135403419,0.172270657,15184213,-0.679950434,62.10139685,-0.793332605,68.05269289,0.662096492,42.26167288,-0.032434733,63,-0.056740588,11149,-0.091250241,4495,0.328239884,11673,1.373044218,29,-1.756411588,23403,-0.642620287,411,0.451147558,8890,-0.110272173,25,2.385542559,7.25,-0.965252481,1,Yes,0.785275994,0.32,-0.394112787,0.07,-0.891829638,0.16,2.173978567,14.3,-1.320070107,13.7,-0.32853555,0.36,0.036614049,0.19,-0.423969938,0.09,-0.571548283,4.88,0.105310768,447,0.486063384,26.9,-0.080844211,5.5,-0.276202121,0.13,-0.153287629,0.71,-0.329264233,57300,-0.28972327,93,-0.582975876,0.14,-0.398409657,0.13,1.164546686
University of Texas at El Paso,Texas,44.8103149,-0.397994968,55.1896851,0.402801484,0,-0.256262197,20165,-0.460983811,42.07267833,-0.30341164,57.92732167,0.399645004,0,-0.248704113,3715,-0.932459939,44.38442211,-0.374302347,55.61557789,0.384122743,23880,-0.669374596,3.132328308,-0.072281897,74.1080402,5.512605694,1.528475712,-0.728310226,3.454773869,-2.223161457,0.146566164,-0.269212311,0.502512563,-1.055041224,0.075376884,-0.099879967,62.35019973,2.947351624,47.3,-1.91099506,75.3,-1.534134161,44.41051906,-0.010288788,55.58948094,0.065717056,0,-0.24365733,10153,-1.036260634,46.77403984,0.704371144,53.22596016,-0.672498298,0,-0.246166294,10493,-1.038242391,46.74980101,0.049263354,53.25019899,-0.19637127,0,-0.241001764,3769,-0.598187821,GEDorHSDiplomaAccepted,Yes,3.28,-2.066390258,0,-2.820905912,Yes,44.74599861,-0.597743971,55.25400139,0.625361389,7.126208778,0.367336801,3,-1.239765592,29,-0.155466624,71,0.177832565,22,0.942330489,7704,-0.942466066,23112,-1.094041007,23112,-1.115843689,104250522,-0.216993334,304869,-1.031782622,90.79149309,1.704247871,76.67230138,1.334205287,69.61192721,2.19831803,77,0.877144401,7518,-0.854504914,849,-0.963638944,4454,-0.662114927,54.91,0.61766365,22065,-0.876886722,283,0.098967317,13890,0.47068976,19,0.398510349,7.25,-0.965252481,1,Yes,0.785275994,0.32,-0.394112787,0.07,-0.891829638,0.16,2.173978567,14.3,-1.320070107,13.7,-0.32853555,0.36,0.036614049,0.19,-0.423969938,0.09,-0.571548283,4.88,0.105310768,447,0.486063384,26.9,-0.080844211,5.5,-0.276202121,0.13,-0.153287629,0.71,-0.329264233,57300,-0.28972327,93,-0.582975876,0.14,-0.398409657,0.13,1.164546686
Univeristy of Texas at San Antonio,Texas,47.80130842,0.098018579,52.19869158,-0.090149463,0,-0.256262197,29654,0.382444611,45.2238806,0.06744933,54.7761194,0.050585058,0,-0.248704113,4690,-0.742588525,47.44933613,0.115579756,52.55066387,-0.102815895,34344,0.051675178,1.164686699,-0.894914805,52.30025623,3.592508215,6.993943629,0.147879171,17.01024924,-1.41891188,0.101910086,-0.335022633,4.865478686,-0.471627138,0.136850687,-0.049214996,44.86762657,1.478478542,53.51,-1.436609602,80,-0.875568377,41.04743507,-0.550081098,58.95256493,0.559905637,0,-0.24365733,23295,-0.550458083,39.41609445,-0.589751505,60.58390555,0.64587809,0,-0.246166294,20243,-0.09113163,44.10472676,-0.259322989,55.89527324,0.043757185,0,-0.241001764,5691,0.19002576,GEDorHSDiplomaAccepted,Yes,3.715,-0.100649227,70,0.84473781,Yes,50.59993144,0.29393909,49.40006856,-0.257067067,9.836784245,1.40630536,2,-1.301782061,11,-1.625963035,89,1.535577343,22,0.942330489,7439,-1.02403973,23657,-1.024216866,23657,-1.046131241,127635476,0.075208079,6887743,-0.876126099,81.06241944,0.857295522,73.53776263,1.089791511,59.6114896,1.382658199,54,-0.657095224,8388,-0.671626488,1569,-0.708522993,3013,-1.068357388,60,1.084048943,21397,-0.993844852,335,0.24204054,5446,-0.510438753,26,2.716714595,7.25,-0.965252481,1,Yes,0.785275994,0.32,-0.394112787,0.07,-0.891829638,0.16,2.173978567,14.3,-1.320070107,13.7,-0.32853555,0.36,0.036614049,0.19,-0.423969938,0.09,-0.571548283,4.88,0.105310768,447,0.486063384,26.9,-0.080844211,5.5,-0.276202121,0.13,-0.153287629,0.71,-0.329264233,57300,-0.28972327,93,-0.582975876,0.14,-0.398409657,0.13,1.164546686
University of Utah,Utah,51.6220831,0.731639479,48.3779169,-0.719858114,0,-0.256262197,26355,0.089213463,48.5260771,0.456080618,51.4739229,-0.315200579,0,-0.248704113,8379,-0.024192992,50.87522312,0.663158158,49.12477688,-0.647104164,34734,0.078549166,4.615074567,0.547625642,10.43933898,-0.093196017,1.096907929,-0.797496455,47.41751598,0.385158487,0.270628203,-0.08638025,5.890481949,-0.334564111,0.342603789,0.120360896,22.17535402,-0.428109694,65,-0.558881919,85,-0.174966478,50.44134396,0.957689685,49.55865604,-0.820482875,0,-0.24365733,21072,-0.63263272,49.33177147,1.154227491,50.66822853,-1.130785606,0,-0.246166294,18781,-0.233149675,49.6557971,0.388290022,50.3442029,-0.46018706,0,-0.241001764,5520,0.119898537,GEDorHSDiplomaAccepted,Yes,3.66,-0.349191197,55,0.059242727,Yes,49.5923913,0.140468509,50.4076087,-0.105189327,5.585277936,-0.223304823,33,0.620728475,16,-1.21749181,84,1.158426016,21,-0.004879567,9103,-0.51181869,31861,0.026860663,31861,0.003264954,32707429,-1.1109439,62152890,0.430655812,53.97116152,-1.501100083,58.04542686,-0.118214067,31.32779109,-0.924228525,56,-0.523683082,9519,-0.433884534,5028,0.517096554,7643,0.236918528,33.22,-1.369742445,20236,-1.197120885,267,0.054944787,12100,0.262705388,18,0.067338314,7.25,-0.965252481,1,Yes,0.785275994,0.27,-1.555337964,0.06,-1.450634284,0.11,0.380446249,20.5,-0.691426277,21.3,1.564191463,0.32,-1.775781377,0.25,1.590735206,0.07,-1.442060283,3.84,-2.353373281,261,-1.097512546,24.5,-0.459711756,5.4,-0.364981374,0.02,-1.337189958,0.82,0.798310453,57360,-0.282167926,101.5,-0.049627105,0.12,-1.203359782,0.11,0.183354159
George Mason University,Virginia,50.9883764,0.626548275,49.0116236,-0.615415789,0,-0.256262197,27014,0.147788585,41.25467387,-0.399681539,58.74532613,0.490255688,0,-0.248704113,12035,0.687776125,47.9884248,0.20174527,52.0115752,-0.188463682,39049,0.375885727,3.767061897,0.193087943,11.70836641,0.018537315,8.23324541,0.346556228,23.60367743,-1.027722217,0.074265666,-0.375762623,15.85956106,0.998497165,0.074265666,-0.100795801,27.52060875,0.020994721,70,-0.176929055,85.2,-0.146942402,46.23768812,0.282981262,53.76231188,-0.202776412,0,-0.24365733,20001,-0.672222929,45.25859674,0.437833526,54.74140326,-0.400965377,0,-0.246166294,18001,-0.308918535,51.81071946,0.639693026,48.18928054,-0.65581793,0,-0.241001764,4142,-0.445220253,GEDorHSDiplomaAccepted,Yes,3.69,-0.21362285,55,0.059242727,Yes,48.75406284,0.012772597,51.24593716,0.021181254,10.25024062,1.564783948,10,-0.80565031,21,-0.809020584,79,0.781274688,22,0.942330489,9795,-0.298803691,33959,0.295651577,33959,0.271625901,91503631,-0.376269233,37814062,-0.144852295,67.2493143,-0.345187085,71.40190792,0.923249522,48.01729348,0.437007576,56.7,-0.476988833,7924,-0.769161649,2490,-0.382187173,6787,-0.004402462,53,0.44265463,31190,0.720782352,550,0.833593289,10450,0.07098795,16,-0.595005756,11,0.443577459,0,No,-1.260574622,0.34,0.070377283,0.08,-0.333024991,0.08,-0.695673142,25.7,-0.164176614,14,-0.253822642,0.39,1.395910619,0.2,-0.088185747,0.1,-0.136292283,4.99,0.365363888,209,-1.540232698,23.8,-0.57021479,5.7,-0.098643615,0.21,0.707732246,0.69,-0.534277813,65590,0.754173407,103.1,0.050767958,0.13,-0.800884719,0.08,-1.288434631
Old Dominion University,Virginia,45.03945578,-0.359995227,54.93333333,0.360551694,0.027210884,-0.201005974,18375,-0.620087708,38.48267117,-0.725914996,61.51732883,0.797311545,0,-0.248704113,4732,-0.734409449,43.69671528,-0.484222321,56.28164625,0.489944445,23107,-0.722640219,0.904487818,-1.003698925,8.08413035,-0.300563724,25.62859739,3.135269508,33.50499849,-0.440274484,0.181763102,-0.217342063,3.933872852,-0.596201098,0.20772926,0.009201121,42.83094976,1.307358437,48,-1.857521659,74,-1.716290655,44.5722203,0.015665095,55.4277797,0.041955858,0,-0.24365733,14435,-0.877973728,44.29882045,0.269027131,55.70117955,-0.228995305,0,-0.246166294,13734,-0.72341306,47.40596628,0.125814567,52.59403372,-0.25594009,0,-0.241001764,3084,-0.879106814,GEDorHSDiplomaAccepted,Yes,3.4,-1.52411687,50,-0.202588968,Yes,44.64285714,-0.613454691,55.35714286,0.640909051,9.752380952,1.373953422,8,-0.929683248,26,-0.400549359,74,0.404123361,23,1.889540545,11630,0.266055448,31580,-0.009140408,31580,-0.032678529,82108875,-0.493659285,28849094,-0.356835049,78.48966957,0.633327997,66.56883427,0.546393507,52.24965805,0.782209447,51,-0.857213436,10057,-0.320794197,1832,-0.615334806,6409,-0.110967105,71,2.091954293,31273,0.735314575,20,-0.624653023,15000,0.599663309,16,-0.595005756,11,0.443577459,0,No,-1.260574622,0.34,0.070377283,0.08,-0.333024991,0.08,-0.695673142,25.7,-0.164176614,14,-0.253822642,0.39,1.395910619,0.2,-0.088185747,0.1,-0.136292283,4.99,0.365363888,209,-1.540232698,23.8,-0.57021479,5.7,-0.098643615,0.21,0.707732246,0.69,-0.534277813,65590,0.754173407,103.1,0.050767958,0.13,-0.800884719,0.08,-1.288434631
University of Virginia,Virginia,44.05006859,-0.524070958,55.92135345,0.523389043,0.028577961,-0.198229897,17496,-0.698217498,46.97792673,0.273880778,52.84872299,-0.162913419,0.173350283,-0.086090387,8653,0.029165744,45.01892998,-0.272885457,54.90458526,0.27116369,26149,-0.513023111,3.200887223,-0.04361874,4.742055146,-0.594821508,4.814715668,-0.201480932,34.92676584,-0.355920689,0.045890856,-0.417579,11.70216834,0.442572271,0.034418142,-0.133637004,12.16730038,-1.268979082,95,1.732835268,97,1.506478078,45.55629737,0.173614535,54.4711935,-0.09860976,0.001963634,-0.240543291,50926,0.470939746,43.31263811,0.095576414,56.68736189,-0.05229387,0.010522993,-0.228234699,9503,-1.13441056,43.15136476,-0.370546519,56.84863524,0.130306493,0,-0.241001764,4030,-0.491151534,GEDorHSDiplomaAccepted,Yes,3.715,-0.100649227,75,1.106569504,Yes,45.28301887,-0.515943943,54.58221024,0.524094831,4.240969364,-0.73858077,30,0.434679068,38,0.579781582,62,-0.501039824,20,-0.952089623,18823,2.480241708,55450,3.049028855,55450,3.020598794,149074202,0.343090839,35464054,-0.20041983,61.71201062,-0.827230137,48.30889541,-0.87741426,29.81239066,-1.047828242,100,2.411384026,30370,3.949101749,1108,-0.871868068,5389,-0.39852249,32.4,-1.444877207,26211,-0.150975929,0,-0.679681185,0,-1.143222491,14,-1.257349827,11,0.443577459,0,No,-1.260574622,0.34,0.070377283,0.08,-0.333024991,0.08,-0.695673142,25.7,-0.164176614,14,-0.253822642,0.39,1.395910619,0.2,-0.088185747,0.1,-0.136292283,4.99,0.365363888,209,-1.540232698,23.8,-0.57021479,5.7,-0.098643615,0.21,0.707732246,0.69,-0.534277813,65590,0.754173407,103.1,0.050767958,0.13,-0.800884719,0.08,-1.288434631
Virginia Commonwealth University,Virginia,36.63994656,-1.75293384,63.36005344,1.749374381,0,-0.256262197,20958,-0.390498118,33.19764177,-1.347903355,66.80235823,1.382736382,0,-0.248704113,7124,-0.26859158,35.76668328,-1.751723049,64.23331672,1.753267189,28082,-0.379824601,1.602449968,-0.711894447,8.339861833,-0.278047481,15.33722669,1.485421769,30.63172139,-0.610746698,0.153122997,-0.259549409,10.71148779,0.310098864,0.121073998,-0.062217697,30.1763711,0.244129942,64.5,-0.597077206,84.8,-0.202990554,36.57211173,-1.268393555,63.42788827,1.217532297,0,-0.24365733,18402,-0.731331001,35.9966459,-1.191167468,64.0033541,1.258565462,0,-0.246166294,16696,-0.435685668,34.45417949,-1.385199549,65.54582051,0.919865298,0,-0.241001764,4223,-0.412002095,GEDorHSDiplomaAccepted,Yes,3.72,-0.078054503,70,0.84473781,Yes,39.9463807,-1.32883162,60.0536193,1.348861221,7.118999905,0.364573627,6.14,-1.04503388,26.56,-0.354800582,73.44,0.361882413,21,-0.004879567,12472,0.52524422,33728,0.266056391,33728,0.242078056,115105925,-0.081352097,19515984,-0.577522769,75.40104024,0.364451231,71.8632007,0.95921855,54.18560088,0.940109617,49.71,-0.943264267,12487,0.190004166,2261,-0.463328219,7944,0.321775558,60.76,1.15368604,31085,0.702398215,162,-0.233953068,16757,0.803813333,16,-0.595005756,11,0.443577459,0,No,-1.260574622,0.34,0.070377283,0.08,-0.333024991,0.08,-0.695673142,25.7,-0.164176614,14,-0.253822642,0.39,1.395910619,0.2,-0.088185747,0.1,-0.136292283,4.99,0.365363888,209,-1.540232698,23.8,-0.57021479,5.7,-0.098643615,0.21,0.707732246,0.69,-0.534277813,65590,0.754173407,103.1,0.050767958,0.13,-0.800884719,0.08,-1.288434631
Virginia Tech,Virginia,56.86731945,1.601486997,42.89938884,-1.62278404,0.233291713,0.217475405,30434,0.451774801,54.40796277,1.148312228,44.29937952,-1.109927641,1.292657704,0.96389204,7736,-0.149410755,56.36887608,1.541238994,43.18312811,-1.591084432,38170,0.315315893,3.615404768,0.12968303,7.608069164,-0.342479211,4.734084359,-0.214407236,47.59235001,0.395531432,0.08907519,-0.353937609,9.779931884,0.18553158,0.096934766,-0.08211257,13.95190176,-1.119038172,86.6,1.091154456,91,0.6657558,58.19818627,2.202702847,26.10489618,-4.266897042,0.251539022,0.155247077,45321,0.263747287,53.60309777,1.905472548,46.15295257,-1.939820315,0.243949661,0.169533546,25825,0.451101423,55.17722579,1.032444904,44.59949763,-0.981710114,0.223276584,0.13667939,7166,0.794924321,HSDNoGED,Yes,4.03,1.322818416,60,0.321074421,Yes,62.08625878,2.043560041,37.71313942,-2.018767984,3.275941381,-1.108477769,29,0.3726626,33,0.171310356,67,-0.123888497,20,-0.952089623,12698,0.594812702,33310,0.212503196,33310,0.188610527,47883727,-0.921311895,57658642,0.324386268,63.53375813,-0.668640184,45.68151507,-1.082282664,29.0231833,-1.112197899,53.9,-0.663765831,8153,-0.721024683,2905,-0.235141174,3348,-0.973915179,46.3,-0.171251356,32376,0.92843556,0,-0.679681185,0,-1.143222491,17,-0.263833721,11,0.443577459,0,No,-1.260574622,0.34,0.070377283,0.08,-0.333024991,0.08,-0.695673142,25.7,-0.164176614,14,-0.253822642,0.39,1.395910619,0.2,-0.088185747,0.1,-0.136292283,4.99,0.365363888,209,-1.540232698,23.8,-0.57021479,5.7,-0.098643615,0.21,0.707732246,0.69,-0.534277813,65590,0.754173407,103.1,0.050767958,0.13,-0.800884719,0.08,-1.288434631
University of Washington,Washington,44.16088089,-0.505694321,55.83911911,0.509835855,0,-0.256262197,36872,1.02401552,43.36561594,-0.151247464,56.63438406,0.256425784,0,-0.248704113,16211,1.501009995,43.91801518,-0.448850738,56.08198482,0.458223208,53083,1.342935855,8.445264962,2.148954181,5.787163499,-0.502803451,2.173953997,-0.624831213,20.8409472,-1.191635659,0.195919598,-0.196479426,16.35175103,1.064312611,0.188384228,-0.006742508,20.17776392,-0.595945761,84.41,0.923859101,93.59,1.028667583,43.27465325,-0.192601103,56.72534675,0.232626927,0,-0.24365733,52488,0.528680089,37.96407666,-0.845133817,62.03592334,0.906046638,0,-0.246166294,24942,0.365327187,40.99797707,-0.621770481,59.00202293,0.325798041,0,-0.241001764,7415,0.8970394,NoHSDRequired,No,3.83,0.419029436,80,1.368401199,Yes,46.12005857,-0.388444338,53.87994143,0.418234036,3.70470818,-0.944130667,23,0.000563786,29,-0.155466624,71,0.177832565,20,-0.952089623,11189,0.13030456,39687,1.029509706,39687,1.004310129,191208522,0.869570722,16001557,-0.660623781,56.45674833,-1.284720429,61.11605818,0.121216566,34.50413916,-0.665157909,74,0.677026189,18188,1.388383371,2879,-0.244353694,4090,-0.764732731,28,-1.848039347,18136,-1.56480363,0,-0.679681185,0,-1.143222491,21,1.060854419,14.49,1.754728523,0,No,-1.260574622,0.3,-0.858602858,0.07,-0.891829638,0.08,-0.695673142,22.2,-0.519056195,15.8,0.194454809,0.33,-1.322682521,0.23,0.919166825,0.09,-0.571548283,4.55,-0.674848594,294,-0.816555526,22.5,-0.77543471,4.5,-1.163994652,0.05,-1.014307505,0.77,0.285776504,72350,1.605408815,115.1,0.803730929,0.15,0.004065405,0.08,-1.288434631
Washington State University,Washington,46.84680701,-0.060271844,53.15319299,0.067163608,0,-0.256262197,22612,-0.243482562,42.50050741,-0.253060982,57.49949259,0.352254205,0,-0.248704113,4927,-0.696435166,46.06921094,-0.105013261,53.93078906,0.116451685,27539,-0.417241461,2.665311013,-0.267532797,13.50811576,0.176998816,2.302189622,-0.604273285,48.77083409,0.465451173,0.508369948,0.263983273,5.80631105,-0.34581941,0.468426595,0.224060497,27.48932344,0.018366152,61.99,-0.788817544,80.5,-0.805508187,41.96175455,-0.40332811,58.03824545,0.425550906,0,-0.24365733,19401,-0.694402318,41.4376977,-0.234189943,58.5623023,0.283652788,0,-0.246166294,16123,-0.491346639,47.28138311,0.11128013,52.71861689,-0.244630024,0,-0.241001764,3991,-0.507145462,GEDorHSDiplomaAccepted,No,3.5,-1.072222381,70,0.84473781,Yes,46.26865672,-0.365809563,53.73134328,0.395834183,8.889085441,1.043050666,15,-0.495567965,23,-0.645632094,77,0.630414158,22,0.942330489,10976,0.064737804,27052,-0.589257308,27052,-0.611867457,116520604,-0.063675295,8909656,-0.828316593,78.25560267,0.612951596,64.78328173,0.40716612,50.69654755,0.655534006,70,0.410201907,12504,0.193577653,4449,0.31194081,5445,-0.382735136,49.5,0.121957473,25559,-0.265132668,287,0.109972949,14735,0.568872327,14,-1.257349827,14.49,1.754728523,0,No,-1.260574622,0.3,-0.858602858,0.07,-0.891829638,0.08,-0.695673142,22.2,-0.519056195,15.8,0.194454809,0.33,-1.322682521,0.23,0.919166825,0.09,-0.571548283,4.55,-0.674848594,294,-0.816555526,22.5,-0.77543471,4.5,-1.163994652,0.05,-1.014307505,0.77,0.285776504,72350,1.605408815,115.1,0.803730929,0.15,0.004065405,0.08,-1.288434631
University of Wisconsin - Madison,Wisconsin,47.04807951,-0.026893675,52.95192049,0.03399153,0,-0.256262197,37230,1.055836299,46.80783818,0.253863274,53.19216182,-0.124870561,0,-0.248704113,12656,0.80870961,46.98713066,0.041702908,53.01286934,-0.029382938,49886,1.12263806,7.737641823,1.85311063,5.464458966,-0.531216432,1.780058533,-0.687978053,46.65637654,0.339999903,0.174397627,-0.228196672,7.062101592,-0.1778956,0.050114261,-0.120700707,11.04199067,-1.363526785,89.2,1.289769945,94.2,1.114141015,49.07899104,0.739025021,50.92100896,-0.620291842,0,-0.24365733,60260,0.815977108,45.31916334,0.448486039,54.68083666,-0.411817534,0,-0.246166294,29546,0.812557745,45.41029207,-0.107009826,54.58970793,-0.074766286,0,-0.241001764,8628,1.394491572,GEDorHSDiplomaAccepted,Yes,3.88,0.644976681,60,0.321074421,Yes,51.55979203,0.440147025,48.44020797,-0.401757538,3.099650819,-1.176050266,46,1.426942571,26,-0.400549359,74,0.404123361,20,-0.952089623,10970,0.062890853,31415,-0.030279827,31520,-0.040353294,152724273,0.388699477,37927701,-0.142165224,53.91288952,-1.506172879,47.45484401,-0.944008405,25.58427762,-1.392683348,81,1.143968684,18070,1.363579171,2557,-0.358447216,6296,-0.142823731,36.98,-1.025222071,27495,0.073835806,0,-0.679681185,0,-1.143222491,18,0.067338314,7.25,-0.965252481,1,Yes,0.785275994,0.32,-0.394112787,0.08,-0.333024991,0.07,-1.054379605,26.9,-0.042503615,14.8,-0.054588219,0.36,0.036614049,0.2,-0.088185747,0.09,-0.571548283,4.17,-1.573213919,323,-0.569653902,23.9,-0.554428642,6,0.167694145,0.07,-0.799052536,0.86,1.208337611,56120,-0.438311699,95,-0.457482047,0.14,-0.398409657,0.1,-0.307242104
